DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,SEX,AGE,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS_B,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_SEX,NOTE_AGE,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS_B,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y_GE14,99,99,2023,14.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y_GE75,99,99,2023,13.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y14-17,99,99,2023,15.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y18-19,99,99,2023,15.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y20-24,99,99,2023,12,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y25-34,99,99,2023,17.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y35-44,99,99,2023,15.3,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y45-54,99,99,2023,13.4,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y55-59,99,99,2023,13.9,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y60-64,99,99,2023,13,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,1,Y65-74,99,99,2023,12.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y_GE14,99,99,2023,14,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y_GE75,99,99,2023,14.4,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y14-17,99,99,2023,12.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y18-19,99,99,2023,15.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y20-24,99,99,2023,13.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y25-34,99,99,2023,16.4,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y35-44,99,99,2023,12.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y45-54,99,99,2023,14,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y55-59,99,99,2023,14,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y60-64,99,99,2023,13.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,2,Y65-74,99,99,2023,13.3,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y_GE14,99,99,2023,14.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y_GE75,99,99,2023,14.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y14-17,99,99,2023,13.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y18-19,99,99,2023,15.4,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y20-24,99,99,2023,12.9,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y25-34,99,99,2023,16.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y35-44,99,99,2023,14.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y45-54,99,99,2023,13.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y55-59,99,99,2023,14,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y60-64,99,99,2023,13.3,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,HSC,9,Y65-74,99,99,2023,13.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y_GE14,99,99,2023,3553,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y_GE75,99,99,2023,393,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y14-17,99,99,2023,183,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y18-19,99,99,2023,91,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y20-24,99,99,2023,180,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y25-34,99,99,2023,538,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y35-44,99,99,2023,541,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y45-54,99,99,2023,611,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y55-59,99,99,2023,328,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y60-64,99,99,2023,261,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,1,Y65-74,99,99,2023,428,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y_GE14,99,99,2023,3727,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y_GE75,99,99,2023,608,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y14-17,99,99,2023,128,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y18-19,99,99,2023,92,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y20-24,99,99,2023,194,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y25-34,99,99,2023,492,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y35-44,99,99,2023,449,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y45-54,99,99,2023,651,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y55-59,99,99,2023,344,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y60-64,99,99,2023,289,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,2,Y65-74,99,99,2023,480,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y_GE14,99,99,2023,7280,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y_GE75,99,99,2023,1002,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y14-17,99,99,2023,311,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y18-19,99,99,2023,184,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y20-24,99,99,2023,374,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y25-34,99,99,2023,1030,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y35-44,99,99,2023,991,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y45-54,99,99,2023,1261,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y55-59,99,99,2023,672,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y60-64,99,99,2023,549,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBNM,THV,9,Y65-74,99,99,2023,907,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y_GE14,99,99,2023,34.9,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y_GE75,99,99,2023,33.4,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y14-17,99,99,2023,33.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y18-19,99,99,2023,35.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y20-24,99,99,2023,37.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y25-34,99,99,2023,35.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y35-44,99,99,2023,34,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y45-54,99,99,2023,35.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y55-59,99,99,2023,33.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y60-64,99,99,2023,35.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,1,Y65-74,99,99,2023,35.5,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y_GE14,99,99,2023,34.6,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y_GE75,99,99,2023,33.5,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y14-17,99,99,2023,35.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y18-19,99,99,2023,40.4,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y20-24,99,99,2023,36.6,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y25-34,99,99,2023,35.6,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y35-44,99,99,2023,34.5,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y45-54,99,99,2023,33,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y55-59,99,99,2023,34.3,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y60-64,99,99,2023,36.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,2,Y65-74,99,99,2023,34.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y_GE14,99,99,2023,34.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y_GE75,99,99,2023,33.5,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y14-17,99,99,2023,34.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y18-19,99,99,2023,37.9,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y20-24,99,99,2023,37.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y25-34,99,99,2023,35.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y35-44,99,99,2023,34.2,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y45-54,99,99,2023,34.1,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y55-59,99,99,2023,34,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y60-64,99,99,2023,35.7,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,HSC,9,Y65-74,99,99,2023,34.8,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y_GE14,99,99,2023,8749,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y_GE75,99,99,2023,962,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y14-17,99,99,2023,407,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y18-19,99,99,2023,205,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y20-24,99,99,2023,563,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y25-34,99,99,2023,1121,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y35-44,99,99,2023,1200,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y45-54,99,99,2023,1605,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y55-59,99,99,2023,794,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y60-64,99,99,2023,707,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,1,Y65-74,99,99,2023,1183,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y_GE14,99,99,2023,9215,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y_GE75,99,99,2023,1416,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y14-17,99,99,2023,379,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y18-19,99,99,2023,245,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y20-24,99,99,2023,517,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y25-34,99,99,2023,1071,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y35-44,99,99,2023,1214,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y45-54,99,99,2023,1535,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y55-59,99,99,2023,844,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y60-64,99,99,2023,766,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,2,Y65-74,99,99,2023,1230,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y_GE14,99,99,2023,17964,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y_GE75,99,99,2023,2378,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y14-17,99,99,2023,786,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y18-19,99,99,2023,451,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y20-24,99,99,2023,1080,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y25-34,99,99,2023,2191,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y35-44,99,99,2023,2414,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y45-54,99,99,2023,3140,,,,,,,,,,,,,
IT1:83_63_DF_DCCV_AVQ_PERSONE_123(1.0),A,IT,14_WALLET_NEIGHBQ,THV,9,Y55-59,99,99,2023,1638,,,,,,,,,,,,,
